top100,county_name,city,province,year,registered_pop_10k,gdp_10k,savings_10k,fiscal_rev_10k,fiscal_exp_10k,primary_industry_va_10k,secondary_industry_va_10k,tertiary_industry_va_10k,loans_10k,GDP,lngdp,cz,jr,cy
1,新沂市,徐州市,江苏省,2011,104.7,3013699,978517,265085,431830,421399,1299400,1292900,1304818,28784.13563,10.26757967,0.613864252,0.757651975,0.431164493
1,昆山市,苏州市,江苏省,2011,72.36,24322533,6840035,2002188,1745761,221733,15100600,9000200,14430640,336132.2968,12.7252601,1.146885513,0.874525486,0.620848166
0,武进区,常州市,江苏省,2011,102.37,13769600,6188364,1052800,1058968,406515,8671400,4691700,10041943,134508.1567,11.80938012,0.994175461,1.178705772,0.629749593
0,江宁区,南京市,江苏省,2011,93.97,8294200,3732600,1150700,1056574,382091,4766700,3145400,5967300,88264.33968,11.38809145,1.089086046,1.169479878,0.574702804
1,江都区,扬州市,江苏省,2011,106.86,5780200,3503207,170057,96969,421027,3189000,2170200,2805211,54091.33446,10.89842928,1.753725417,1.091384035,0.551711013
1,江阴市,无锡市,江苏省,2011,120.88,23358700,6992315,1533727,1364371,430200,13543100,9385400,16409350,193238.7492,12.17168175,1.124127528,1.001839357,0.579788259
1,沛县,徐州市,江苏省,2011,127.12,3769800,1615171,319008,507852,598389,1810900,1360900,892845,29655.44368,10.29740099,0.628151509,0.665291527,0.480370311
0,沭阳县,宿迁市,江苏省,2011,186.45,4104500,1504456,372827,641145,658580,1855700,1590200,1780522,22013.94476,9.999431384,0.581501844,0.800335729,0.452113534
0,泗洪县,宿迁市,江苏省,2011,102.55,2260500,815338,148848,357239,446000,937000,877500,1206814,22042.9059,10.0007461,0.416662235,0.894559611,0.414510064
0,泗阳县,宿迁市,江苏省,2011,103.32,2381800,948874,173330,354579,425447,1192700,764100,1236328,23052.65196,10.04553609,0.488833236,0.917458225,0.500755731
1,泰兴市,泰州市,江苏省,2011,120.21,4863900,2506309,279040,418759,392300,2648800,1822800,2280092,40461.69204,10.60811093,0.666349858,0.98406649,0.544583565
0,洪泽区,淮安市,江苏省,2011,38.32,1338300,417326,148545,232818,220740,591600,526000,673670,34924.3215,10.46093876,0.638030565,0.815210341,0.442053351
0,浦口区,南京市,江苏省,2011,58.04,4345600,1735100,526500,514397,270100,2505000,1570500,2743100,74872.50172,11.22354197,1.02352852,1.030513623,0.57644514
1,海安市,南通市,江苏省,2011,93.71,4295200,3564639,285060,430909,429429,2280100,1585700,3622292,45835.02294,10.73280377,0.661531785,1.673247113,0.530848389
1,海门市,南通市,江苏省,2011,99.99,5903315,4093030,423512,476495,413915,3482200,2007200,3401618,59039.05391,10.98595443,0.888806808,1.269565998,0.589871962
0,涟水县,淮安市,江苏省,2011,110.34,1945400,867160,202809,385518,474276,767800,703300,897642,17630.95885,9.777411662,0.526068822,0.90716665,0.394674617
0,溧水区,南京市,江苏省,2011,41.7,3037700,897400,250008,315545,260079,1885700,891900,1326400,72846.52278,11.19611008,0.792305376,0.732067024,0.620765711
1,溧阳市,常州市,江苏省,2011,78.73,5037808,2882400,371280,443228,344908,2839200,1853700,3612607,63988.41611,11.06645735,0.83767271,1.289252588,0.563578445
0,滨海县,盐城市,江苏省,2011,120.05,2380000,814155,207728,383562,454100,1043400,882500,959826,19825.07289,9.894702723,0.541576069,0.745370168,0.438403361
0,灌云县,连云港市,江苏省,2011,101.82,1922200,734154,216093,359118,442922,902900,576400,828716,18878.41289,9.845774373,0.601732578,0.813063157,0.469722193
0,灌南县,连云港市,江苏省,2011,77.52,1823300,499950,222193,376717,343300,913800,566200,548902,23520.38184,10.06562264,0.589814104,0.575249273,0.501179181
0,盱眙县,淮安市,江苏省,2011,77.47,1911900,723183,201067,363630,357905,841700,712300,1044938,24679.23067,10.11371731,0.552943927,0.924797845,0.440242691
0,睢宁县,徐州市,江苏省,2011,135.46,2523600,1281978,202026,423914,509000,1093500,921100,982607,18629.85383,9.832520618,0.476573079,0.897362894,0.433309558
0,赣榆区,连云港市,江苏省,2011,114.07,2830700,1028432,238099,446294,434300,1444400,952000,1176374,24815.46419,10.11922229,0.533502579,0.778890734,0.510262479
1,通州区,南通市,江苏省,2011,125.25,6047100,4514313,424002,533768,439735,3431300,2176100,3710601,48280.23952,10.78477764,0.79435635,1.360141886,0.567429016
1,邳州市,徐州市,江苏省,2011,178.63,4488573,1355304,350813,534465,699173,1985000,1804400,1498377,25127.76689,10.13172876,0.656381615,0.635765755,0.442234091
1,金坛区,常州市,江苏省,2011,55.15,3651000,2000100,230758,297159,240800,2039400,1370800,2278137,66201.26927,11.10045491,0.776547236,1.171798685,0.558586689
0,金湖县,淮安市,江苏省,2011,35.71,1219600,618847,130018,224182,200044,509200,509400,811533,34152.89835,10.43860273,0.579966277,1.172827156,0.417513939
0,阜宁县,盐城市,江苏省,2011,110.37,2440900,1161042,231366,410424,423017,1171400,846500,1261863,22115.61113,10.00403902,0.563724344,0.992627719,0.479904953
1,靖江市,泰州市,江苏省,2011,67.15,5389770,2618728,486814,414965,174070,3062500,2153200,3528399,80264.63142,11.29308435,1.173144723,1.140517499,0.568206064
0,高淳区,南京市,江苏省,2011,43.1,3028200,825300,180037,273021,270902,1710900,1046400,1332000,70259.86079,11.15995594,0.659425465,0.712403408,0.564989102
0,高邮市,扬州市,江苏省,2011,82.06,3024990,1431274,259526,274140,504690,1456300,1064000,1375302,36863.14892,10.51496766,0.946691472,0.927796786,0.481423079
1,东台市,盐城市,江苏省,2012,113.59,5066899,3242038,436725,627508,783298,2318900,1964701,2311738,44606.91082,10.70564408,0.695967223,1.096089739,0.457656646
0,东海县,连云港市,江苏省,2012,118.02,2773000,1218301,274607,480020,510200,1273700,989100,1334096,23496.01762,10.06458622,0.57207408,0.920446087,0.459322034
0,丰县,徐州市,江苏省,2012,116.62,2287300,1292601,249166,472552,463900,1038200,785200,966398,19613.27388,9.883961855,0.527277421,0.987626896,0.453897609
1,丹阳市,镇江市,江苏省,2012,81.17,8305068,3723500,500876,543083,447913,4477600,3379555,5881108,102316.9644,11.53583077,0.922282598,1.15647554,0.539140679
1,仪征市,扬州市,江苏省,2012,56.24,3702700,1942330,246578,264386,193000,2128600,1381100,1835797,65837.48222,11.09494459,0.932643937,1.02037081,0.574877792
0,六合区,南京市,江苏省,2012,89.25,7720300,3422100,496609,586773,438300,5345300,1936700,4194500,86501.96078,11.36792236,0.846339215,0.986567879,0.692369468
0,兴化市,泰州市,江苏省,2012,157.28,5123600,2754756,294622,586835,815400,2225000,2083200,2642562,32576.29705,10.39134022,0.502052536,1.053422984,0.43426497
0,句容市,镇江市,江苏省,2012,58.84,3368600,1761669,250158,358564,317100,1778900,1272600,2160984,57250.16995,10.95518589,0.697666246,1.164475747,0.528082883
1,启东市,南通市,江苏省,2012,112.38,5891385,4817066,522149,595882,614819,3060885,2215681,4027257,52423.78537,10.86711569,0.876262414,1.501229847,0.519552703
1,吴江区,苏州市,江苏省,2012,80.49,13214900,6349442,1193202,1088494,342700,7501400,5370800,15050925,164180.6436,12.00872259,1.096195294,1.619411952,0.567647126
0,响水县,盐城市,江苏省,2012,61.48,1813540,577564,197301,358616,355840,898500,559200,813966,29498.04815,10.29207938,0.550173445,0.767300418,0.495439858
1,大丰区,盐城市,江苏省,2012,72.53,3933600,1980996,400066,554150,633400,1738200,1562000,2034787,54234.11002,10.90106533,0.721945322,1.020892567,0.441885296
1,太仓市,苏州市,江苏省,2012,47.26,9551190,3771664,901516,861596,336090,5203600,4011500,8634100,202098.8151,12.21651204,1.04633262,1.298871031,0.544811694
1,如东县,南通市,江苏省,2012,104.6,4780018,3487182,321681,544423,565628,2430255,1784136,2478169,45698.06883,10.72981132,0.590865926,1.247976681,0.508419634
1,如皋市,南通市,江苏省,2012,142.5,5901668,4360984,536012,710821,527722,3184929,2189018,3545302,41415.21404,10.63140358,0.754074514,1.339669734,0.539665905
0,姜堰区,泰州市,江苏省,2012,79.31,4058600,2542255,235406,349522,316800,2108000,1633800,3057948,51173.87467,10.84298442,0.673508391,1.37983615,0.519390923
1,宜兴市,无锡市,江苏省,2012,107.73,10859800,6486394,783811,825222,476800,5812200,4570800,11155718,100805.718,11.52095036,0.949818352,1.624533785,0.535203227
0,宝应县,扬州市,江苏省,2012,90.31,3230300,1718810,207118,370411,554300,1518500,1157500,1634133,35769.01783,10.48483737,0.55915726,1.037966443,0.470080178
0,射阳县,盐城市,江苏省,2012,96.66,3203117,1321664,208036,438319,695917,1293800,1213400,1535072,33137.97848,10.40843529,0.474622364,0.891861271,0.403919058
1,常熟市,苏州市,江苏省,2012,106.78,18701900,9071807,1281504,1282681,370200,9969500,8362200,15097397,175144.2218,12.07336504,0.999082391,1.292339495,0.53307418
0,建湖县,盐城市,江苏省,2012,80.41,3244700,1618917,329366,532899,421300,1543500,1279900,1718331,40351.94628,10.60539491,0.618064586,1.028522822,0.475698832
1,张家港市,苏州市,江苏省,2012,91.02,20505800,7467598,1496131,1429162,275300,11755100,8475440,14907525,225288.9475,12.32513907,1.046858929,1.091160696,0.573257322
0,扬中市,镇江市,江苏省,2012,28.09,3602000,1985973,225741,253612,115000,2026900,1460100,2390287,128230.6871,11.76158616,0.890103781,1.214952804,0.562715158
0,新沂市,徐州市,江苏省,2012,107.15,3501600,1240984,328492,528311,479100,1494400,1528100,1571333,32679.42137,10.39450084,0.621777703,0.803151988,0.426776331
1,昆山市,苏州市,江苏省,2012,73.76,27253200,7871314,2202750,1951473,244600,16312500,10696100,16013914,369484.8156,12.81986492,1.128762735,0.876419209,0.598553564
0,武进区,常州市,江苏省,2012,102.62,15366900,7164191,1170475,1119153,460700,9218900,5687300,11297790,149745.6636,11.91669356,1.045857894,1.201412191,0.599919307
0,江宁区,南京市,江苏省,2012,94.59,9457000,4483600,1358088,1247924,433800,5410200,3613000,6610400,99978.85612,11.512714,1.088277812,1.173099292,0.57208417
1,江都区,扬州市,江苏省,2012,106.88,6390600,4140083,345433,406553,462500,3413483,2514600,3412118,59792.29042,10.99863201,0.849662898,1.181767127,0.534141239
1,江阴市,无锡市,江苏省,2012,121.26,25353800,7924871,1671918,1540005,476900,14439100,10437800,18116495,209086.2609,12.25050218,1.085657514,1.027118854,0.569504374
0,沛县,徐州市,江苏省,2012,128.67,4313000,1918117,389620,618053,679100,2038100,1595800,1087704,33519.857,10.41989329,0.630399011,0.696921169,0.47254811
0,沭阳县,宿迁市,江苏省,2012,186.82,4805000,1839553,487877,782009,717600,2204900,1882500,2238420,25719.94433,10.15502201,0.623876452,0.848693652,0.458876171
0,泗洪县,宿迁市,江苏省,2012,105.45,2646300,1092583,197594,444240,491700,1111400,1043200,1594089,25095.30583,10.13043609,0.444791104,1.015256018,0.419982617
0,泗阳县,宿迁市,江苏省,2012,103.6,2737368,1117529,217642,419990,462068,1379700,895600,1573183,26422.47104,10.1819701,0.518207576,0.98295589,0.504024304
1,泰兴市,泰州市,江苏省,2012,119.83,5435500,2945372,326121,505795,428000,2911500,2096000,2721908,45360.09347,10.722388,0.644769126,1.042641891,0.535645295
0,洪泽区,淮安市,江苏省,2012,38.59,1550900,486983,171008,284305,251700,668900,630300,786527,40189.16818,10.60135279,0.601494873,0.821142562,0.431297956
0,浦口区,南京市,江苏省,2012,59.49,4989800,2137300,634125,633280,305700,2770400,1913700,2989000,83876.28173,11.33709816,1.001334323,1.027355806,0.555212634
0,海安市,南通市,江苏省,2012,93.87,4801406,4266525,375279,552958,476897,2463012,1861497,4543332,51149.52594,10.8425085,0.678675415,1.834849417,0.51297724
1,海门市,南通市,江苏省,2012,99.97,6630972,4818357,516092,559553,464998,3775976,2389997,4213989,66329.61889,11.10239182,0.922329073,1.362145097,0.569445324
0,涟水县,淮安市,江苏省,2012,111.39,2286400,1044678,216161,436561,450100,936600,899700,1071676,20526.07954,9.929451529,0.495145008,0.925627187,0.409639608
0,溧水区,南京市,江苏省,2012,41.88,3693800,1112000,291998,349708,293300,2221100,1179400,1608400,88199.61796,11.38735791,0.834976609,0.73647734,0.601304889
1,溧阳市,常州市,江苏省,2012,78.99,5592000,3325363,404988,458353,390200,3065800,2136000,4366450,70793.77136,11.1675263,0.883572269,1.37550304,0.548247496
0,滨海县,盐城市,江苏省,2012,120.05,2676910,971375,249441,480926,497010,1178900,1001000,1099427,22298.29238,10.01226538,0.518668153,0.773579239,0.44039583
0,灌云县,连云港市,江苏省,2012,102.01,2202900,871626,258598,410191,503400,1022300,677200,977861,21594.94167,9.980214384,0.63043314,0.839569204,0.464070089
